110,11.546562510714336
30,9.687568378200012
20,9.55519802528566
25,8.945143670000334
35,10.61646356874985
140,12.422057880750117
15,7.156934601000103
135,9.890522124600102
120,11.291181164999898
100,11.555408188571684
95,9.079206008500023
10,9.109657003333268
65,12.024484173666679
70,8.905555319000086
40,8.174091945666381
85,10.798025011999925
115,12.281551934166297
145,12.14733601900025
80,13.462348274499618
130,12.947013276667045
5,12.947833057000025
55,10.23813683499975
75,10.895773294999799
90,11.157280945500133
125,12.743430799666688
60,14.245207211999514
45,8.722919597999862
105,11.255482686000201
50,9.23982304800029
