5,1.1289051800004017
30,2.855385922000096
70,6.962658332499814
95,8.926242599999796
105,10.293984978600019
100,8.816629500249746
120,12.068794223750274
15,1.289372885749799
145,14.586349204000271
55,5.24372721949976
35,3.3751189973998406
140,14.113988514285925
50,4.5871394434998365
40,3.8151287137998224
110,11.210224364399982
25,2.3590083649999847
130,13.41360942700021
135,13.424447466749825
125,12.50583651320012
115,11.70309485100006
90,8.287749009999516
65,6.323974930000077
85,9.296301641000355
45,4.180094274667074
80,8.056532396999955
10,1.0102714956665295
20,1.9434862320003958
60,6.047798846333535
